Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1557-AB-20220529-Shipboard2 (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1557,B,18,X,3,A,330.0,155.43,159.89000000000001,44762432,SHLF10860621,10,0.16,6,10,10,12,No-Filter,311082,-34,1768,27201,826,2005,56883,-3471,17813,1088913,4156,392,2538,42531,44484,XRF2,1,2021-10-07,16:28:52,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,380.0,155.48,159.94,44762432,SHLF10860621,10,0.16,6,9,10,12,No-Filter,280316,-54,1206,21804,492,2259,68864,-3151,14931,939668,4096,557,2667,42399,45869,XRF2,1,2021-10-07,16:29:12,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,415.0,155.515,159.975,44762432,SHLF10860621,10,0.16,6,9,10,12,No-Filter,280318,-66,1262,21388,601,2320,65067,-3308,15596,949345,4206,451,2877,40947,44873,XRF2,1,2021-10-07,16:29:31,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,465.0,155.565,160.025,44762432,SHLF10860621,10,0.16,6,9,10,12,No-Filter,264414,-46,949,18844,664,2526,72948,-3298,13832,861563,4173,409,3744,43518,45808,XRF2,1,2021-10-07,16:29:51,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,493.0,155.593,160.053,44762432,SHLF10860621,10,0.16,6,9,10,12,No-Filter,246764,-66,828,17401,442,2712,76686,-3444,15988,764880,4764,537,2438,52315,45344,XRF2,1,2021-10-07,16:30:10,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,505.0,155.605,160.065,44762432,SHLF10860621,10,0.16,6,8,10,12,No-Filter,157573,-48,1717,29921,337,2464,68712,-3048,37549,125304,16396,970,1975,202569,44162,XRF2,1,2021-10-07,16:30:30,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,600.0,155.7,160.16,44762432,SHLF10860621,10,0.16,6,8,10,12,No-Filter,149417,8,3429,48960,393,2270,60816,-3152,47945,37017,20072,618,3171,226202,42438,XRF2,1,2021-10-07,16:30:48,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,670.0,155.76999999999998,160.23,44762432,SHLF10860621,10,0.16,6,7,10,12,No-Filter,126473,-17,2255,33181,218,2051,57321,-1736,37173,29222,16268,288,3327,188984,38626,XRF2,1,2021-10-07,16:31:07,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,725.0,155.825,160.285,44762432,SHLF10860621,10,0.16,6,8,10,12,No-Filter,145929,54,3388,47536,479,2154,57931,-3036,50156,37973,19814,530,4364,219530,41078,XRF2,1,2021-10-07,16:31:23,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,770.0,155.87,160.33,44762432,SHLF10860621,10,0.16,6,8,10,12,No-Filter,145874,-16,2725,40245,320,2342,65667,-2575,45041,41422,17958,634,4970,215485,43000,XRF2,1,2021-10-07,16:31:40,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,830.0,155.93,160.39000000000001,44762432,SHLF10860621,10,0.16,6,8,10,12,No-Filter,153633,-28,3948,51828,346,2265,61758,-3449,50752,45387,19770,749,6685,228011,42616,XRF2,1,2021-10-07,16:31:58,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,885.0,155.98499999999999,160.445,44762432,SHLF10860621,10,0.16,6,7,10,12,No-Filter,139555,-28,2749,39802,405,2227,59411,-2273,43439,35856,17922,525,9686,206189,40850,XRF2,1,2021-10-07,16:32:15,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,3,A,960.0,156.06,160.52,44762432,SHLF10860621,10,0.16,6,8,10,12,No-Filter,149639,-4,2602,39154,354,2390,65152,-3057,46522,32185,19482,320,20710,222555,43429,XRF2,1,2021-10-07,16:32:33,HERTZBERG,2021-10-15 13:45:46,
390C,U1557,B,18,X,4,A,100.0,156.7,161.16,44762442,SHLF10860651,10,0.16,6,10,10,12,No-Filter,338205,-48,1515,24470,611,1645,55226,-3478,13398,1229970,3380,-58,2533,34323,45693,XRF2,1,2021-10-07,15:57:44,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,1025.0,157.625,162.085,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,141148,-31,2118,34782,297,2613,72944,-3122,35335,24419,16786,306,17283,194892,44296,XRF2,1,2021-10-07,16:02:17,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,1135.0,157.73499999999999,162.195,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,146231,-24,3354,48958,391,2160,58519,-2918,45606,27249,19509,549,19174,215015,41716,XRF2,1,2021-10-07,16:02:35,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,1250.0,157.85,162.31,44762442,SHLF10860651,10,0.16,6,7,10,12,No-Filter,139764,-48,1721,28569,244,2573,75932,-2933,32186,27543,16085,708,12840,197180,44115,XRF2,1,2021-10-07,16:02:54,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,1300.0,157.9,162.36,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,147219,-21,2571,40014,439,2447,66264,-3331,41143,30214,19134,592,17826,212832,43819,XRF2,1,2021-10-07,16:03:11,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,1370.0,157.97,162.43,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,142916,-36,1795,29631,147,2725,79272,-3578,33235,26923,16817,519,12022,199434,45406,XRF2,1,2021-10-07,16:03:29,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,1475.0,158.075,162.535,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,169118,-54,1973,32751,277,2655,75373,-3696,35812,187953,15651,588,7768,174148,45465,XRF2,1,2021-10-07,16:03:48,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,150.0,156.75,161.21,44762442,SHLF10860651,10,0.16,6,10,10,12,No-Filter,333752,-45,2224,31291,708,1606,48805,-3271,16812,1195631,4212,702,2886,42845,45473,XRF2,1,2021-10-07,15:58:04,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,200.0,156.79999999999998,161.26,44762442,SHLF10860651,10,0.16,6,10,10,12,No-Filter,326679,-54,1467,25356,431,1495,53191,-3554,14335,1177298,3888,295,2757,37408,45499,XRF2,1,2021-10-07,15:58:24,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,225.0,156.825,161.285,44762442,SHLF10860651,10,0.16,6,10,10,12,No-Filter,315949,-61,2200,31654,778,1612,49248,-3514,16459,1119016,4385,392,3081,43171,44503,XRF2,1,2021-10-07,15:58:44,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,250.0,156.85,161.31,44762442,SHLF10860651,10,0.16,6,9,10,12,No-Filter,261725,-59,1842,28421,294,1609,54066,-2084,17540,847553,5613,829,3378,60808,42164,XRF2,1,2021-10-07,15:59:04,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,260.0,156.85999999999999,161.32,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,162203,-18,3067,40549,599,1833,50213,-421,29899,270836,11969,789,5021,130714,38021,XRF2,1,2021-10-07,15:59:23,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,420.0,157.01999999999998,161.48,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,150507,-32,1412,24188,168,2564,78476,-2694,26668,145211,12490,715,7087,154284,45186,XRF2,1,2021-10-07,15:59:42,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,50.0,156.65,161.11,44762442,SHLF10860651,10,0.16,6,10,10,12,No-Filter,322405,-48,1423,22770,613,1323,50370,-3179,12965,1176496,3482,383,2237,32910,45283,XRF2,1,2021-10-07,15:57:22,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,540.0,157.14,161.6,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,144092,-36,4117,52376,496,2143,55847,-2288,45340,26564,18724,280,15314,213482,41348,XRF2,1,2021-10-07,16:00:00,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,570.0,157.17,161.63,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,150899,47,4604,58156,462,2053,57783,-3411,47259,27873,19591,341,17259,223761,42827,XRF2,1,2021-10-07,16:00:17,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,635.0,157.23499999999999,161.695,44762442,SHLF10860651,10,0.16,6,7,10,12,No-Filter,135226,-67,2653,39862,380,2075,56914,-1896,40565,23883,17851,721,17326,199501,39839,XRF2,1,2021-10-07,16:00:34,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,690.0,157.29,161.75,44762442,SHLF10860651,10,0.16,6,7,10,12,No-Filter,135475,-5,3811,51116,482,1760,48451,-1294,42801,25351,18191,790,21906,195642,37786,XRF2,1,2021-10-07,16:00:51,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,750.0,157.35,161.81,44762442,SHLF10860651,10,0.16,6,7,10,12,No-Filter,132845,3,2218,34483,234,2291,59629,-2489,37656,22810,17184,245,14308,196252,41406,XRF2,1,2021-10-07,16:01:07,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,875.0,157.475,161.935,44762442,SHLF10860651,10,0.16,6,7,10,12,No-Filter,134800,0,3130,43788,310,1983,59403,-2142,36809,24947,16023,544,7751,191750,40766,XRF2,1,2021-10-07,16:01:25,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,920.0,157.51999999999998,161.98,44762442,SHLF10860651,10,0.16,6,8,10,12,No-Filter,141940,-53,1894,29767,105,2544,78476,-3417,32189,22824,15811,310,18851,191317,45840,XRF2,1,2021-10-07,16:01:42,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,4,A,985.0,157.585,162.04500000000002,44762442,SHLF10860651,10,0.16,6,7,10,12,No-Filter,131604,-56,1943,32365,322,2400,65680,-2144,31457,25354,15627,309,16073,178729,41019,XRF2,1,2021-10-07,16:02:00,HERTZBERG,2021-10-15 13:45:48,
390C,U1557,B,18,X,5,A,1050.0,159.15,163.61,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,263257,-56,645,15137,298,2428,80274,-3362,11416,858783,3107,799,2402,36639,46612,XRF2,1,2021-10-07,15:30:05,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,1090.0,159.19,163.65,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,284519,-52,924,17903,361,2493,77799,-3935,12901,950859,3564,295,2466,36802,47353,XRF2,1,2021-10-07,15:30:24,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,1190.0,159.29,163.75,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,259388,-30,820,16851,254,1875,64893,-3671,11938,876987,3613,298,2381,33641,44852,XRF2,1,2021-10-07,15:30:45,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,1290.0,159.39,163.85,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,266745,-86,1313,22939,333,1428,50009,-942,12018,934213,3546,778,2401,30574,42246,XRF2,1,2021-10-07,15:31:06,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,1360.0,159.46,163.92000000000002,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,302610,-69,1314,23221,639,1871,57977,-3158,13188,1069466,3719,462,2179,34689,44828,XRF2,1,2021-10-07,15:31:26,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,1400.0,159.5,163.96,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,305975,-36,1672,25097,722,2026,55851,-3385,14020,1085475,3539,427,2611,34457,44999,XRF2,1,2021-10-07,15:31:45,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,1450.0,159.54999999999998,164.01,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,322748,-59,1631,24784,812,2097,61058,-3683,15618,1139489,3500,175,2177,40450,46641,XRF2,1,2021-10-07,15:32:05,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,150.0,158.25,162.71,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,300945,-43,1403,23050,499,1531,56012,-2735,13523,1072621,3586,620,2356,34736,43104,XRF2,1,2021-10-07,15:24:16,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,210.0,158.31,162.77,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,348865,-68,1408,22767,824,1797,55454,-3186,12834,1281553,3163,149,2837,33356,46313,XRF2,1,2021-10-07,15:24:38,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,240.0,158.34,162.8,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,322519,-42,1413,22838,456,1165,47589,-2703,11617,1189901,2743,555,2549,30411,43794,XRF2,1,2021-10-07,15:24:58,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,300.0,158.4,162.86,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,360615,-56,1680,24604,594,1424,49940,-3635,12862,1340852,3540,377,2619,32766,46662,XRF2,1,2021-10-07,15:25:19,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,340.0,158.44,162.9,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,339934,-30,1869,25761,542,1211,43509,-2877,11907,1268000,2818,482,2810,29521,44504,XRF2,1,2021-10-07,15:25:39,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,400.0,158.5,162.96,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,366230,-40,1675,26963,780,1209,47867,-3923,13144,1363588,3502,500,3022,33835,46801,XRF2,1,2021-10-07,15:25:59,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,435.0,158.535,162.995,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,342682,-28,1808,26231,636,1297,51306,-3698,12342,1260575,3060,387,2645,30674,45824,XRF2,1,2021-10-07,15:26:19,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,45.0,158.14499999999998,162.605,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,273235,-88,1012,20113,456,2310,63136,-2249,15110,922109,4503,203,2846,45783,43884,XRF2,1,2021-10-07,15:23:36,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,470.0,158.57,163.03,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,349649,-80,1558,23507,608,1679,54187,-4037,12252,1287696,3001,319,2594,31631,47010,XRF2,1,2021-10-07,15:26:38,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,520.0,158.62,163.08,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,316455,-63,1078,18591,497,2257,68841,-4154,11243,1119250,3190,869,3560,31770,48647,XRF2,1,2021-10-07,15:26:58,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,570.0,158.67,163.13,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,311219,-16,1416,23473,439,1536,50617,-1808,12169,1127033,3058,644,2539,31325,44079,XRF2,1,2021-10-07,15:27:20,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,630.0,158.73,163.19,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,316056,-67,1638,25627,551,1607,57784,-3800,14442,1122169,3426,205,2530,38417,45501,XRF2,1,2021-10-07,15:27:40,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,690.0,158.79,163.25,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,267259,-66,853,17312,261,2484,77826,-3926,10667,856807,3448,329,16808,39855,47029,XRF2,1,2021-10-07,15:28:01,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,75.0,158.17499999999998,162.635,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,259509,-48,1612,26949,527,2208,67433,-3537,24120,771991,7738,550,3816,85538,45700,XRF2,1,2021-10-07,15:23:56,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,750.0,158.85,163.31,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,299205,-18,1142,21168,487,2243,63820,-3054,14376,1041554,3883,439,2552,39792,44988,XRF2,1,2021-10-07,15:28:22,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,815.0,158.915,163.375,44762452,SHLF10860681,10,0.16,6,10,10,12,No-Filter,316164,-47,1381,21501,546,2202,66304,-3495,14858,1107953,3941,224,2819,40645,46340,XRF2,1,2021-10-07,15:28:42,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,827.0,158.927,163.387,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,300866,-35,1023,18594,537,2399,71284,-3808,13888,1030559,4112,582,5496,40998,46626,XRF2,1,2021-10-07,15:29:02,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,915.0,159.015,163.475,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,279021,-75,929,18562,503,2340,70869,-3379,12600,945850,3458,420,2719,37009,45478,XRF2,1,2021-10-07,15:29:23,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,5,A,960.0,159.06,163.52,44762452,SHLF10860681,10,0.16,6,9,10,12,No-Filter,264524,-66,780,16347,357,2315,75536,-3305,11299,875371,3359,577,2494,36667,45760,XRF2,1,2021-10-07,15:29:44,HERTZBERG,2021-10-15 13:45:49,
390C,U1557,B,18,X,6,A,100.0,159.7,164.16,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,300577,-51,1455,22974,583,1989,63081,-3259,14284,1043479,4220,430,2223,40081,45842,XRF2,1,2021-10-07,15:00:56,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,160.0,159.76,164.22,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,269170,-84,567,14427,136,2555,86041,-3217,10763,882676,3269,457,2197,35087,47221,XRF2,1,2021-10-07,15:01:16,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,235.0,159.835,164.29500000000002,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,279868,-58,656,14439,303,2661,81786,-3961,10677,937738,3058,586,2139,34869,47773,XRF2,1,2021-10-07,15:01:36,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,290.0,159.89,164.35,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,282803,-66,947,18104,279,2334,73328,-3601,13340,954085,3596,570,2348,38313,47026,XRF2,1,2021-10-07,15:01:56,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,400.0,160.0,164.46,44762462,SHLF10860711,10,0.16,6,8,10,12,No-Filter,217042,-65,624,13794,115,2170,68876,-629,9231,689020,2947,493,2157,31331,41155,XRF2,1,2021-10-07,15:02:18,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,450.0,160.04999999999998,164.51,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,259675,-66,713,15694,343,2289,70080,-2515,12055,867449,3632,454,2116,37250,43652,XRF2,1,2021-10-07,15:02:35,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,50.0,159.65,164.11,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,274780,-62,778,16573,462,2627,78165,-3798,11607,913956,3572,216,2094,36312,46786,XRF2,1,2021-10-07,15:00:36,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,530.0,160.13,164.59,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,245206,-75,458,12713,362,2827,82552,-2926,10840,777786,3373,464,2300,37267,45972,XRF2,1,2021-10-07,15:02:56,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,610.0,160.21,164.67000000000002,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,258853,-84,782,16093,389,2544,73966,-2478,11890,855744,3479,694,2342,36393,44604,XRF2,1,2021-10-07,15:03:17,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,700.0,160.29999999999998,164.76,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,290385,-38,1106,20128,470,2107,65019,-3095,14426,1004147,4012,252,2190,36987,44983,XRF2,1,2021-10-07,15:03:37,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,750.0,160.35,164.81,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,305567,-38,1268,22494,551,2105,63804,-3721,15828,1059387,4250,512,2641,40804,46062,XRF2,1,2021-10-07,15:03:57,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,780.0,160.38,164.84,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,301467,-67,1174,20649,551,2061,65970,-3581,14648,1042720,4071,514,2849,40185,46003,XRF2,1,2021-10-07,15:04:17,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,820.0,160.42,164.88,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,285054,-78,1020,19094,227,2115,67924,-3057,14544,974151,4253,492,2466,38745,45367,XRF2,1,2021-10-07,15:04:37,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,890.0,160.48999999999998,164.95,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,295605,-55,914,18598,378,2313,71021,-3554,13148,1016210,3719,274,2871,38239,46335,XRF2,1,2021-10-07,15:04:58,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,6,A,970.0,160.57,165.03,44762462,SHLF10860711,10,0.16,6,9,10,12,No-Filter,264807,-82,885,16940,516,2116,62790,-1882,11294,907137,3058,425,2324,34195,43089,XRF2,1,2021-10-07,15:05:19,HERTZBERG,2021-10-15 13:45:51,
390C,U1557,B,18,X,7,A,130.0,160.73,165.19,44762472,SHLF10860741,10,0.16,6,10,10,12,No-Filter,308120,-79,989,19510,622,2138,70171,-3814,12147,1074886,3593,119,2592,35791,47188,XRF2,1,2021-10-07,14:40:16,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,180.0,160.78,165.24,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,289397,-67,822,16191,569,2409,73885,-3127,11301,994234,3238,325,2618,33707,46732,XRF2,1,2021-10-07,14:40:36,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,260.0,160.85999999999999,165.32,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,304322,-66,1090,20427,465,2030,67042,-3766,14780,1055709,4101,592,2852,40174,46405,XRF2,1,2021-10-07,14:40:57,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,330.0,160.93,165.39000000000001,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,293616,-4,1082,18913,309,2264,67610,-3173,14554,1011164,3940,642,2754,39757,45223,XRF2,1,2021-10-07,14:41:19,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,370.0,160.97,165.43,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,292798,-28,1236,20657,482,2050,68826,-3437,14675,1006057,3886,463,2349,40756,44790,XRF2,1,2021-10-07,14:41:38,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,420.0,161.01999999999998,165.48,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,302683,-71,1041,20682,485,2106,69308,-3804,15492,1041547,4337,286,2836,42808,45600,XRF2,1,2021-10-07,14:41:58,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,470.0,161.07,165.53,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,298383,-72,1075,20652,349,2007,68644,-3931,15483,1022478,3918,292,2981,40255,46159,XRF2,1,2021-10-07,14:42:18,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,50.0,160.65,165.11,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,275008,-66,642,14526,372,2549,77970,-3272,10107,928154,3029,543,2373,32461,46463,XRF2,1,2021-10-07,14:39:55,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,500.0,161.1,165.56,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,300860,-16,1391,22703,455,1949,61665,-3272,15233,1049664,4160,388,2795,38567,45159,XRF2,1,2021-10-07,14:42:38,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,570.0,161.17,165.63,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,284432,-58,1174,21361,466,2308,72080,-3050,13645,965943,4128,357,2794,40527,44018,XRF2,1,2021-10-07,14:42:59,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,610.0,161.21,165.67000000000002,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,285127,-64,1347,22309,368,1989,65644,-2966,14453,979993,3870,691,2741,40108,43423,XRF2,1,2021-10-07,14:43:19,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,660.0,161.26,165.72,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,251141,-77,873,17457,470,1958,60853,-2248,12673,847946,3628,254,2199,36587,42422,XRF2,1,2021-10-07,14:43:39,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,700.0,161.29999999999998,165.76,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,269307,-80,1058,19303,419,1838,62429,-2033,12994,918826,3786,330,2732,38655,42524,XRF2,1,2021-10-07,14:43:58,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,18,X,7,A,735.0,161.335,165.79500000000002,44762472,SHLF10860741,10,0.16,6,9,10,12,No-Filter,302142,-29,1204,21764,463,1958,63120,-3457,15078,1049016,4266,189,2911,40696,45563,XRF2,1,2021-10-07,14:44:17,HERTZBERG,2021-10-15 13:45:52,
390C,U1557,B,19,X,1,A,1000.0,162.7,167.16,44762482,SHLF10860911,10,0.16,6,9,10,12,No-Filter,288901,-69,778,16864,580,3007,69354,-3154,12323,994331,3485,325,2770,36485,45426,XRF2,1,2021-10-07,14:11:27,HERTZBERG,2021-10-15 13:45:53,
390C,U1557,B,19,X,1,A,1050.0,162.75,167.21,44762482,SHLF10860911,10,0.16,6,9,10,12,No-Filter,254572,-44,638,14983,454,3024,81664,-3235,10215,816556,3566,468,3074,34839,45983,XRF2,1,2021-10-07,14:11:47,HERTZBERG,2021-10-15 13:45:53,
