Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1559,A,3,H,1,A,950.0,13.95,17.682,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,87316,10263,330,3570,78,173,63,9822,115,324,15,55,440991,1459,XRF2,1,2022-09-13,12:47:00,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1000.0,14.0,17.732,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,87482,10897,418,3686,80,163,90,9728,80,310,38,47,440802,1199,XRF2,1,2022-09-13,12:47:23,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1050.0,14.05,17.782,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,87849,11260,420,3630,41,234,57,9929,41,351,57,47,441876,1209,XRF2,1,2022-09-13,12:47:47,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1100.0,14.1,17.832,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,87519,11134,398,3630,40,168,56,9590,56,353,78,94,442627,1342,XRF2,1,2022-09-13,12:48:10,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1150.0,14.15,17.881999999999998,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,86906,10371,531,3616,91,191,105,9544,67,355,68,76,441988,1511,XRF2,1,2022-09-13,12:48:33,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1200.0,14.2,17.932,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,86821,9992,393,3619,70,119,96,9671,32,402,52,84,441412,1250,XRF2,1,2022-09-13,12:48:57,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1250.0,14.25,17.982,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,86124,9543,553,3651,38,205,85,9805,36,359,59,59,438470,1088,XRF2,1,2022-09-13,12:49:20,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1300.0,14.3,18.032,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,87354,9278,682,3675,38,207,94,9829,83,264,42,43,435844,1401,XRF2,1,2022-09-13,12:49:43,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1350.0,14.35,18.082,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,87099,9267,634,3436,59,149,111,9297,70,307,34,39,439386,1380,XRF2,1,2022-09-13,12:50:07,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1400.0,14.4,18.131999999999998,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,86824,10384,436,3675,23,186,74,9264,142,357,37,112,439766,1034,XRF2,1,2022-09-13,12:50:30,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1450.0,14.45,18.182,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,86951,10109,592,3594,52,157,73,8397,52,337,56,76,449172,1228,XRF2,1,2022-09-13,12:50:53,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,1,A,1500.0,14.5,18.232,44838482,SHLF10887291,50,0.75,10,14,10,12,Cu,81761,5658,413,3523,59,160,77,5058,88,262,34,77,454099,964,XRF2,1,2022-09-13,12:51:17,YEON,2022-09-26 21:12:09,
390C,U1559,A,3,H,2,A,50.0,14.55,18.282,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85446,8421,647,3565,24,174,94,8810,61,345,34,41,436165,929,XRF2,1,2022-09-13,13:26:51,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,100.0,14.6,18.332,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85322,9417,599,3394,47,192,65,8884,53,319,77,77,435669,1116,XRF2,1,2022-09-13,13:27:14,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,150.0,14.65,18.381999999999998,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85055,8930,833,3407,25,154,107,8320,67,402,59,98,436225,2340,XRF2,1,2022-09-13,13:27:37,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,200.0,14.7,18.432,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86396,9389,1288,3547,62,246,110,8329,102,352,57,72,436223,3333,XRF2,1,2022-09-13,13:28:01,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,250.0,14.75,18.482,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86474,9810,1322,3543,75,188,90,8028,66,489,61,54,436267,3257,XRF2,1,2022-09-13,13:28:24,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,300.0,14.8,18.532,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86560,10043,1213,3565,37,138,143,8410,122,405,66,58,437379,3151,XRF2,1,2022-09-13,13:28:47,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,350.0,14.85,18.582,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86079,10645,1137,3500,51,187,135,8434,109,483,53,95,435443,3308,XRF2,1,2022-09-13,13:29:11,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,400.0,14.9,18.631999999999998,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85784,10889,754,3549,65,167,33,8665,131,413,10,47,435573,2120,XRF2,1,2022-09-13,13:29:34,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,450.0,14.95,18.682,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85175,8609,612,3464,78,221,87,8702,64,230,12,49,434371,1948,XRF2,1,2022-09-13,13:29:57,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,500.0,15.0,18.732,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85186,8989,651,3509,72,189,48,8391,77,333,18,22,434034,1701,XRF2,1,2022-09-13,13:30:21,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,550.0,15.05,18.782,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,84945,9262,564,3406,57,159,68,7959,162,310,25,31,435117,1568,XRF2,1,2022-09-13,13:30:44,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,600.0,15.1,18.832,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85601,8228,924,3566,63,200,98,8474,151,379,46,47,436500,2466,XRF2,1,2022-09-13,13:31:08,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,650.0,15.15,18.881999999999998,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86034,8929,736,3517,44,170,60,9051,57,381,45,93,436849,2073,XRF2,1,2022-09-13,13:31:31,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,700.0,15.2,18.932,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85801,10798,713,3424,100,146,116,8697,78,294,47,69,438243,1788,XRF2,1,2022-09-13,13:31:54,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,750.0,15.25,18.982,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85776,10348,722,3378,49,179,84,8893,88,409,106,78,438414,2230,XRF2,1,2022-09-13,13:32:18,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,800.0,15.3,19.032,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85676,9627,685,3488,83,228,74,8389,34,353,37,23,438720,1882,XRF2,1,2022-09-13,13:32:41,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,850.0,15.35,19.082,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85729,8912,679,3519,85,221,51,8296,42,330,48,56,437973,1731,XRF2,1,2022-09-13,13:33:04,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,900.0,15.4,19.131999999999998,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85765,8158,658,3449,49,180,80,8303,67,395,29,58,438462,2021,XRF2,1,2022-09-13,13:33:28,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,950.0,15.45,19.182,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85769,10898,699,3519,99,151,89,8697,61,342,97,77,439497,1650,XRF2,1,2022-09-13,13:33:51,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1000.0,15.5,19.232,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86087,11397,544,3609,66,143,72,8907,60,401,44,41,440513,1480,XRF2,1,2022-09-13,13:34:14,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1050.0,15.55,19.282,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86323,11574,625,3636,31,200,69,8784,35,270,48,130,442160,1935,XRF2,1,2022-09-13,13:34:38,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1100.0,15.6,19.332,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85901,11313,669,3472,29,143,71,8467,70,367,29,2,440559,1667,XRF2,1,2022-09-13,13:35:01,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1150.0,15.65,19.381999999999998,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86215,11556,576,3561,59,138,38,8541,57,276,61,89,442540,1703,XRF2,1,2022-09-13,13:35:25,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1200.0,15.7,19.432,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85850,11353,592,3497,106,204,5,8486,74,373,30,29,439807,1575,XRF2,1,2022-09-13,13:35:48,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1250.0,15.75,19.482,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,85661,10394,557,3566,37,194,50,8540,96,265,37,63,439998,1583,XRF2,1,2022-09-13,13:36:11,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1300.0,15.8,19.532,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86542,8597,570,3427,59,196,101,8616,83,366,70,103,438579,1580,XRF2,1,2022-09-13,13:36:35,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1350.0,15.85,19.582,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86301,9218,700,3533,110,169,80,8470,101,400,27,37,441528,1614,XRF2,1,2022-09-13,13:36:58,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,2,A,1400.0,15.9,19.631999999999998,44838492,SHLF10887321,50,0.75,10,14,10,12,Cu,86071,9381,520,3440,50,156,73,8151,82,316,63,58,444226,1544,XRF2,1,2022-09-13,13:37:21,YEON,2022-09-26 21:12:11,
390C,U1559,A,3,H,3,A,50.0,16.05,19.782,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85519,8845,673,3503,55,205,82,8398,82,427,41,69,440223,1671,XRF2,1,2022-09-13,14:09:34,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,100.0,16.1,19.832,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85490,7807,589,3465,64,221,99,8417,40,380,39,83,439050,2164,XRF2,1,2022-09-13,14:09:57,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,150.0,16.15,19.881999999999998,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85084,8153,650,3487,36,236,76,8334,83,402,35,48,437890,1481,XRF2,1,2022-09-13,14:10:20,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,200.0,16.2,19.932,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85825,10190,599,3546,32,165,75,8561,19,352,66,33,437035,1496,XRF2,1,2022-09-13,14:10:44,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,250.0,16.25,19.982,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86134,10100,618,3490,65,159,33,8467,36,312,51,30,439000,1662,XRF2,1,2022-09-13,14:11:07,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,300.0,16.3,20.032,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86554,10717,575,3587,100,206,81,8299,92,293,46,75,439722,1621,XRF2,1,2022-09-13,14:11:31,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,350.0,16.35,20.082,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86107,9314,569,3613,53,239,97,8370,59,375,47,71,442212,1535,XRF2,1,2022-09-13,14:11:54,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,400.0,16.4,20.131999999999998,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86108,8662,590,3521,30,173,135,8390,20,338,31,45,439894,1337,XRF2,1,2022-09-13,14:12:17,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,450.0,16.45,20.182,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86121,8847,573,3711,80,263,76,8796,78,280,53,57,438553,1932,XRF2,1,2022-09-13,14:12:41,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,500.0,16.5,20.232,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86434,8450,848,3603,41,205,54,8789,79,466,45,49,440777,2497,XRF2,1,2022-09-13,14:13:04,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,550.0,16.55,20.282,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86528,8175,636,3629,65,225,58,8229,111,349,19,14,439738,2303,XRF2,1,2022-09-13,14:13:28,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,600.0,16.6,20.332,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86659,9327,684,3476,72,161,102,8822,105,403,27,71,439254,2437,XRF2,1,2022-09-13,14:13:51,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,650.0,16.65,20.381999999999998,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86504,9985,605,3600,61,173,82,8561,108,366,20,25,440276,1716,XRF2,1,2022-09-13,14:14:15,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,700.0,16.7,20.432,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85965,9017,911,3500,35,150,64,8720,59,414,55,85,439687,2620,XRF2,1,2022-09-13,14:14:38,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,750.0,16.75,20.482,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85881,9093,817,3518,54,152,106,8850,83,404,40,38,440275,2291,XRF2,1,2022-09-13,14:15:01,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,800.0,16.8,20.532,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85913,8777,801,3548,69,172,62,8755,78,367,37,14,439663,2383,XRF2,1,2022-09-13,14:15:25,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,850.0,16.85,20.582,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85698,6711,691,3645,66,216,4,8316,25,292,28,53,440287,1895,XRF2,1,2022-09-13,14:15:48,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,900.0,16.9,20.631999999999998,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85769,9382,671,3623,78,250,74,8036,89,399,8,28,439530,1723,XRF2,1,2022-09-13,14:16:12,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,950.0,16.95,20.682,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86472,9267,697,3550,64,195,112,8804,92,343,33,38,442272,1882,XRF2,1,2022-09-13,14:16:35,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,1000.0,17.0,20.732,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86738,10397,984,3707,67,197,90,8898,142,338,31,57,444582,2345,XRF2,1,2022-09-13,14:16:59,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,1050.0,17.05,20.782,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,87512,10870,753,3671,40,119,121,8943,110,414,48,66,443481,2281,XRF2,1,2022-09-13,14:17:22,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,1100.0,17.1,20.832,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,87287,10454,554,3633,34,142,78,8726,46,323,52,58,444205,1657,XRF2,1,2022-09-13,14:17:46,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,1150.0,17.15,20.881999999999998,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86509,9828,582,3401,58,193,57,8605,58,339,26,75,445305,1938,XRF2,1,2022-09-13,14:18:09,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,1200.0,17.2,20.932,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,86241,9411,589,3639,91,168,102,8493,23,396,57,44,441109,2551,XRF2,1,2022-09-13,14:18:33,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,1250.0,17.25,20.982,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85336,6647,817,3518,51,141,109,8094,99,410,23,53,440348,3079,XRF2,1,2022-09-13,14:18:56,YEON,2022-09-26 21:12:15,
390C,U1559,A,3,H,3,A,1300.0,17.3,21.032,44838502,SHLF10887351,50,0.75,10,14,10,12,Cu,85131,6626,1870,3417,97,196,107,7638,153,438,35,41,437154,4583,XRF2,1,2022-09-13,14:19:19,YEON,2022-09-26 21:12:15,
390,U1559,C,3,H,1,A,650.0,14.450000000000001,21.09,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,87075,5958,1636,3517,45,199,117,8917,209,496,31,47,436696,4681,XRF2,1,2022-09-13,14:54:53,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,700.0,14.5,21.14,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,86906,6352,1418,3607,91,240,112,8709,167,435,65,79,436145,4478,XRF2,1,2022-09-13,14:55:16,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,750.0,14.55,21.19,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,87216,5328,1335,3515,43,256,190,8454,67,418,54,64,438330,4567,XRF2,1,2022-09-13,14:55:40,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,800.0,14.600000000000001,21.240000000000002,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,87385,5238,1387,3482,84,247,178,8439,124,513,44,72,438294,4373,XRF2,1,2022-09-13,14:56:03,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,850.0,14.65,21.290000000000003,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,87334,5184,1151,3523,34,256,83,8360,150,478,43,41,438002,3744,XRF2,1,2022-09-13,14:56:27,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,900.0,14.700000000000001,21.34,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,87496,4780,1176,3730,57,277,92,8321,163,503,33,66,438982,3595,XRF2,1,2022-09-13,14:56:50,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,950.0,14.75,21.39,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,87619,6589,1197,3656,72,224,105,9002,144,437,54,61,440366,3338,XRF2,1,2022-09-13,14:57:14,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1000.0,14.8,21.44,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88046,6566,1202,3728,83,281,67,9147,145,397,40,102,441686,3185,XRF2,1,2022-09-13,14:57:37,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1050.0,14.850000000000001,21.490000000000002,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88404,7214,1035,3754,60,271,100,9307,145,411,32,41,443595,3141,XRF2,1,2022-09-13,14:58:01,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1100.0,14.9,21.540000000000003,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88772,8108,996,3599,41,282,29,9578,120,386,63,43,443082,2773,XRF2,1,2022-09-13,14:58:24,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1150.0,14.950000000000001,21.59,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88753,7206,982,3616,52,258,89,9639,153,447,52,43,446037,2909,XRF2,1,2022-09-13,14:58:48,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1200.0,15.0,21.64,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88754,7918,1121,3622,95,270,86,9473,138,460,35,65,445730,2625,XRF2,1,2022-09-13,14:59:11,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1250.0,15.05,21.69,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88454,6873,1042,3707,41,211,116,9208,120,406,32,21,443130,3084,XRF2,1,2022-09-13,14:59:35,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1300.0,15.100000000000001,21.740000000000002,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88188,7035,1055,3795,42,240,70,9378,94,409,31,45,441100,3233,XRF2,1,2022-09-13,14:59:59,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1350.0,15.15,21.790000000000003,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88501,6472,1127,3750,69,183,142,9212,163,439,72,78,441013,3338,XRF2,1,2022-09-13,15:00:22,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1400.0,15.200000000000001,21.84,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88545,6915,1198,3610,45,227,88,9058,93,470,41,87,444617,3794,XRF2,1,2022-09-13,15:00:46,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1450.0,15.25,21.89,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,88396,5605,1065,3564,47,265,103,8435,73,419,76,113,452306,4217,XRF2,1,2022-09-13,15:01:09,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,1,A,1500.0,15.3,21.94,44838752,SHLF11583111,50,0.75,10,14,10,12,Cu,84167,5743,900,3312,52,192,91,5550,89,387,7,27,456643,3134,XRF2,1,2022-09-13,15:01:33,YEON,2022-09-26 21:13:11,
390,U1559,C,3,H,2,A,50.0,15.350000000000001,21.990000000000002,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87361,5459,1274,3622,72,267,111,8896,89,448,69,29,438695,4021,XRF2,1,2022-09-13,16:00:08,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,100.0,15.4,22.040000000000003,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,86539,6825,1202,3587,89,236,143,8531,68,362,21,46,434386,3818,XRF2,1,2022-09-13,16:00:31,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,150.0,15.450000000000001,22.09,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,86898,5118,946,3717,69,267,145,9142,87,405,23,48,437289,2720,XRF2,1,2022-09-13,16:00:55,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,200.0,15.5,22.14,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87729,6116,994,3745,74,256,68,9436,119,425,26,43,439141,2971,XRF2,1,2022-09-13,16:01:19,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,250.0,15.55,22.19,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87315,7946,1000,3629,46,198,101,9276,116,445,42,65,437263,2689,XRF2,1,2022-09-13,16:01:42,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,300.0,15.600000000000001,22.240000000000002,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87599,7293,1142,3688,59,215,117,8852,114,512,44,10,437283,3256,XRF2,1,2022-09-13,16:02:06,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,350.0,15.65,22.290000000000003,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,86887,5498,1189,3501,56,260,118,8631,85,413,39,34,436763,3550,XRF2,1,2022-09-13,16:02:29,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,400.0,15.700000000000001,22.34,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87411,6031,1176,3616,113,268,114,8449,115,437,82,13,438569,3397,XRF2,1,2022-09-13,16:02:53,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,450.0,15.75,22.39,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87825,7051,1132,3667,75,239,141,8984,104,388,25,67,438649,3316,XRF2,1,2022-09-13,16:03:16,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,500.0,15.8,22.44,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87140,5566,940,3687,47,257,113,8850,134,405,113,79,436999,2786,XRF2,1,2022-09-13,16:03:40,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,550.0,15.850000000000001,22.490000000000002,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87358,6598,989,3576,33,257,131,9341,86,411,64,39,437040,2630,XRF2,1,2022-09-13,16:04:04,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,600.0,15.9,22.540000000000003,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87367,7525,858,3628,91,225,98,9109,121,347,37,34,437932,2693,XRF2,1,2022-09-13,16:04:27,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,650.0,15.950000000000001,22.59,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87910,7215,928,3756,45,272,85,9118,87,357,52,18,439909,2372,XRF2,1,2022-09-13,16:04:51,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,700.0,16.0,22.64,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87966,7972,698,3844,19,236,84,9718,80,384,33,33,441048,2179,XRF2,1,2022-09-13,16:05:14,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,750.0,16.05,22.69,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,88148,6516,665,3659,25,326,90,9856,84,390,11,57,441180,2259,XRF2,1,2022-09-13,16:05:38,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,800.0,16.1,22.740000000000002,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87883,5646,772,3651,50,233,100,9541,109,378,43,70,441999,2912,XRF2,1,2022-09-13,16:06:01,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,850.0,16.150000000000002,22.790000000000003,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,88078,6550,1129,3693,72,188,114,9225,85,332,43,44,442024,3252,XRF2,1,2022-09-13,16:06:25,YEON,2022-09-26 21:13:14,
390,U1559,C,3,H,2,A,900.0,16.2,22.84,44838762,SHLF11583141,50,0.75,10,14,10,12,Cu,87791,6262,1202,3634,30,225,134,9137,150,384,11,79,441218,3531,XRF2,1,2022-09-13,16:06:49,YEON,2022-09-26 21:13:14,
