Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1559,A,2,H,1,A,1150.0,4.65,5.1129999999999995,44837392,SHLF10886961,10,0.15,6,15,10,12,No-Filter,362547,-57,650,17140,708,1818,55841,-2111,327,1376436,731,483,1487,7714,53055,XRF2,1,2022-09-12,12:41:02,YEON,2022-09-26 21:00:29,
390C,U1559,A,2,H,1,A,1200.0,4.7,5.163,44837392,SHLF10886961,10,0.15,6,14,10,12,No-Filter,349756,-75,639,16907,555,2155,62616,-2422,389,1306793,870,684,1511,9597,53375,XRF2,1,2022-09-12,12:41:27,YEON,2022-09-26 21:00:29,
390C,U1559,A,2,H,1,A,1250.0,4.75,5.213,44837392,SHLF10886961,10,0.15,6,14,10,12,No-Filter,350015,-76,657,16710,525,2222,64845,-2098,315,1304313,853,626,1048,9645,53049,XRF2,1,2022-09-12,12:41:50,YEON,2022-09-26 21:00:29,
390C,U1559,A,2,H,1,A,1300.0,4.8,5.263,44837392,SHLF10886961,10,0.15,6,13,10,12,No-Filter,323757,-78,586,16821,447,2309,69494,-2667,590,1176487,854,704,1143,8666,53413,XRF2,1,2022-09-12,12:42:14,YEON,2022-09-26 21:00:29,
390C,U1559,A,2,H,1,A,1350.0,4.85,5.313000000000001,44837392,SHLF10886961,10,0.15,6,14,10,12,No-Filter,338231,-65,592,17057,658,2665,75577,-3416,308,1228870,931,467,1291,9075,54478,XRF2,1,2022-09-12,12:42:38,YEON,2022-09-26 21:00:29,
390C,U1559,A,2,H,1,A,1400.0,4.9,5.3629999999999995,44837392,SHLF10886961,10,0.15,6,14,10,12,No-Filter,332573,-54,613,17414,649,2714,69841,-3042,771,1212798,633,417,1178,8280,53998,XRF2,1,2022-09-12,12:43:02,YEON,2022-09-26 21:00:29,
390C,U1559,A,2,H,1,A,1450.0,4.95,5.413,44837392,SHLF10886961,10,0.15,6,14,10,12,No-Filter,330216,-57,593,17519,450,2632,68239,-2621,725,1210333,798,368,1297,8185,51609,XRF2,1,2022-09-12,12:43:25,YEON,2022-09-26 21:00:29,
390C,U1559,A,2,H,2,A,50.0,5.06,5.523,44837402,SHLF10886991,10,0.15,6,14,10,12,No-Filter,349450,-30,605,16833,490,2447,64319,-2253,780,1302216,939,387,1384,8968,52814,XRF2,1,2022-09-12,13:20:20,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,100.0,5.109999999999999,5.5729999999999995,44837402,SHLF10886991,10,0.15,6,14,10,12,No-Filter,346137,-72,586,17155,474,2613,67139,-2688,642,1280051,835,698,1296,8505,53359,XRF2,1,2022-09-12,13:20:44,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,150.0,5.16,5.623,44837402,SHLF10886991,10,0.15,6,14,10,12,No-Filter,353636,-71,636,16987,606,2295,59985,-1754,551,1329610,908,313,1270,8522,53131,XRF2,1,2022-09-12,13:21:07,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,200.0,5.21,5.673,44837402,SHLF10886991,10,0.15,6,14,10,12,No-Filter,359351,-83,666,17520,689,2273,60230,-2485,786,1349959,1056,583,1603,8824,53514,XRF2,1,2022-09-12,13:21:32,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,250.0,5.26,5.723,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,328131,-39,683,18054,566,2347,55957,-2223,893,1221779,1110,500,1369,9499,50683,XRF2,1,2022-09-12,13:21:56,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,300.0,5.31,5.773,44837402,SHLF10886991,10,0.15,6,14,10,12,No-Filter,343256,-44,747,18223,737,2041,51845,-3227,644,1295229,726,453,1187,8702,52908,XRF2,1,2022-09-12,13:22:20,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,350.0,5.359999999999999,5.8229999999999995,44837402,SHLF10886991,10,0.15,6,12,10,12,No-Filter,276106,-2,685,18271,412,2139,53044,-2455,787,994585,1075,665,1217,10068,49577,XRF2,1,2022-09-12,13:22:44,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,400.0,5.41,5.873,44837402,SHLF10886991,10,0.15,6,12,10,12,No-Filter,275487,-33,717,18480,467,2759,63429,-2478,1289,969045,1307,376,1413,10358,50706,XRF2,1,2022-09-12,13:23:06,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,450.0,5.46,5.923,44837402,SHLF10886991,10,0.15,6,12,10,12,No-Filter,266134,-64,674,18063,498,2449,63427,-1930,992,926149,845,447,1038,9827,51072,XRF2,1,2022-09-12,13:23:28,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,500.0,5.51,5.973,44837402,SHLF10886991,10,0.15,6,11,10,12,No-Filter,261460,-72,590,17407,367,2277,54106,-1697,555,931861,896,401,1122,8507,49230,XRF2,1,2022-09-12,13:23:49,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,550.0,5.56,6.023,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,311342,-73,688,17090,554,2727,67782,-2566,673,1122686,872,529,1633,10103,51987,XRF2,1,2022-09-12,13:24:11,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,600.0,5.609999999999999,6.0729999999999995,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,313336,-39,627,17104,407,2595,64193,-2633,619,1141579,731,677,1565,9272,51296,XRF2,1,2022-09-12,13:24:34,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,650.0,5.66,6.123,44837402,SHLF10886991,10,0.15,6,14,10,12,No-Filter,329973,-66,607,17221,561,2207,53146,-2396,605,1240077,1049,239,1310,9423,50724,XRF2,1,2022-09-12,13:24:57,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,700.0,5.71,6.173,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,327325,-67,613,17656,657,2093,52292,-2090,855,1229501,1137,533,1294,8947,50112,XRF2,1,2022-09-12,13:25:21,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,750.0,5.76,6.223,44837402,SHLF10886991,10,0.15,6,14,10,12,No-Filter,332697,-55,786,19480,658,2081,49310,-2566,1630,1252985,856,149,1303,10205,49846,XRF2,1,2022-09-12,13:25:45,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,800.0,5.81,6.273,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,306699,-33,878,20338,432,2313,58442,-2210,2215,1115285,1430,519,1672,12586,49414,XRF2,1,2022-09-12,13:26:09,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,850.0,5.859999999999999,6.3229999999999995,44837402,SHLF10886991,10,0.15,6,12,10,12,No-Filter,267003,-12,900,20266,396,2585,63474,-2245,2054,924867,1375,598,881,11287,49139,XRF2,1,2022-09-12,13:26:32,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,900.0,5.91,6.373,44837402,SHLF10886991,10,0.15,6,12,10,12,No-Filter,265166,-30,724,19310,351,2601,66228,-1996,1908,913864,1058,506,1132,10742,48767,XRF2,1,2022-09-12,13:26:54,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,950.0,5.96,6.423,44837402,SHLF10886991,10,0.15,6,12,10,12,No-Filter,283792,-32,617,18739,425,2466,66392,-2508,1389,1000791,1111,625,973,9520,50747,XRF2,1,2022-09-12,13:27:15,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1000.0,6.01,6.473,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,308063,-68,772,18976,518,2354,53433,-2921,1261,1138061,1306,465,1238,9569,50965,XRF2,1,2022-09-12,13:27:37,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1050.0,6.06,6.523,44837402,SHLF10886991,10,0.15,6,12,10,12,No-Filter,277465,-42,601,17628,562,1551,37861,-1354,569,1043725,780,302,627,7191,45674,XRF2,1,2022-09-12,13:28:01,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1100.0,6.109999999999999,6.573,44837402,SHLF10886991,10,0.15,6,12,10,12,No-Filter,294848,24,745,17989,595,1628,35678,-2072,606,1125581,778,462,1069,7345,46161,XRF2,1,2022-09-12,13:28:22,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1150.0,6.16,6.622999999999999,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,306251,-72,686,17673,566,1617,38019,-2025,719,1168038,768,428,1061,8310,47228,XRF2,1,2022-09-12,13:28:45,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1200.0,6.21,6.673,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,298353,-58,703,17911,589,1625,38606,-1435,533,1134313,1033,217,813,7646,45974,XRF2,1,2022-09-12,13:29:08,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1250.0,6.26,6.723,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,303935,-16,710,17493,511,2019,46906,-2158,605,1140967,822,375,1352,8407,48781,XRF2,1,2022-09-12,13:29:31,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1300.0,6.31,6.773,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,302320,-29,657,17512,419,2137,56084,-2591,429,1114373,937,477,1066,8413,49506,XRF2,1,2022-09-12,13:29:55,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1350.0,6.359999999999999,6.823,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,317172,-59,585,17487,516,2763,72408,-3511,892,1138557,860,709,1339,8723,55008,XRF2,1,2022-09-12,13:30:18,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,2,A,1400.0,6.41,6.872999999999999,44837402,SHLF10886991,10,0.15,6,13,10,12,No-Filter,302036,-65,498,17394,690,3285,83390,-3816,1532,1048134,1066,691,962,9653,53538,XRF2,1,2022-09-12,13:30:42,YEON,2022-09-26 21:00:33,
390C,U1559,A,2,H,3,A,50.0,6.56,7.023,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,288854,-65,634,18095,631,1605,35695,-1431,508,1099035,793,481,938,7121,45838,XRF2,1,2022-09-12,13:56:54,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,100.0,6.609999999999999,7.0729999999999995,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,276713,-56,646,17362,718,1307,30560,-1494,115,1060700,757,261,664,6322,44579,XRF2,1,2022-09-12,13:57:15,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,150.0,6.66,7.123,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,290431,-48,574,17033,714,1331,27535,-1517,-110,1124373,741,356,619,6323,45840,XRF2,1,2022-09-12,13:57:36,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,200.0,6.71,7.173,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,296020,-69,668,17560,657,1245,27917,-1702,152,1146647,908,338,568,6711,45806,XRF2,1,2022-09-12,13:57:59,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,250.0,6.76,7.223,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,293936,-56,613,17733,521,1215,26091,-1424,212,1141697,816,271,746,6935,44791,XRF2,1,2022-09-12,13:58:22,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,300.0,6.81,7.273,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,319677,-17,679,17446,600,1437,27383,-2304,131,1249140,788,179,793,6719,48058,XRF2,1,2022-09-12,13:58:44,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,350.0,6.859999999999999,7.3229999999999995,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,292801,15,604,17304,433,1090,24808,-1705,7,1139050,699,408,745,6546,45692,XRF2,1,2022-09-12,13:59:08,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,400.0,6.91,7.373,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,287376,-28,567,17020,513,1313,25126,-1381,107,1117400,882,479,595,6288,44645,XRF2,1,2022-09-12,13:59:29,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,450.0,6.96,7.423,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,286190,-44,661,17427,407,1363,28494,-1121,106,1103023,873,661,467,6767,45130,XRF2,1,2022-09-12,13:59:51,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,500.0,7.01,7.473,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,283366,-62,618,17081,516,1334,26357,-923,-41,1097234,395,478,694,5993,44694,XRF2,1,2022-09-12,14:00:13,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,570.0,7.08,7.543,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,312608,-68,611,16694,421,1252,29157,-2405,-167,1218434,620,387,673,6047,47122,XRF2,1,2022-09-12,14:00:36,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,600.0,7.109999999999999,7.5729999999999995,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,296775,-53,703,17159,495,1399,28739,-1772,129,1149874,969,571,824,6957,46543,XRF2,1,2022-09-12,14:00:58,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,650.0,7.16,7.623,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,292885,-33,593,17378,534,1278,28004,-1450,-26,1136853,802,368,638,6449,44565,XRF2,1,2022-09-12,14:01:20,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,700.0,7.21,7.673,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,295356,-62,514,17332,582,1197,27469,-1161,-24,1145220,874,387,765,6731,45854,XRF2,1,2022-09-12,14:01:42,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,750.0,7.26,7.723,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,292005,-73,660,17255,540,1267,28479,-1389,116,1129218,876,439,589,6484,45852,XRF2,1,2022-09-12,14:02:04,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,800.0,7.31,7.773,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,264885,-64,557,16519,498,925,25032,-446,-274,1019281,597,507,590,5125,44322,XRF2,1,2022-09-12,14:02:26,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,850.0,7.359999999999999,7.8229999999999995,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,272352,-35,523,16238,491,1058,26716,-920,-36,1047149,566,333,392,5201,45067,XRF2,1,2022-09-12,14:02:48,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,900.0,7.41,7.873,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,301422,-53,662,16552,535,1471,30942,-1226,-256,1165286,682,296,951,6726,47623,XRF2,1,2022-09-12,14:03:10,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,950.0,7.46,7.923,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,308704,-38,620,16313,414,1466,33677,-1813,43,1192036,443,386,647,5791,48531,XRF2,1,2022-09-12,14:03:33,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1000.0,7.51,7.973,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,312610,-57,516,16226,514,1688,38043,-2491,244,1199957,571,449,558,5736,49307,XRF2,1,2022-09-12,14:03:57,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1050.0,7.56,8.023,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,323121,-51,568,16903,509,1620,36837,-2478,-100,1246957,798,492,735,6311,49886,XRF2,1,2022-09-12,14:04:20,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1100.0,7.609999999999999,8.073,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,323944,-52,624,18268,759,1435,34785,-1898,617,1252518,968,296,903,8653,48153,XRF2,1,2022-09-12,14:04:44,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1150.0,7.66,8.123,44837412,SHLF10887021,10,0.15,6,14,10,12,No-Filter,345561,-47,655,17011,587,1860,46776,-2475,311,1326582,859,533,532,5861,51674,XRF2,1,2022-09-12,14:05:08,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1220.0,7.7299999999999995,8.193,44837412,SHLF10887021,10,0.15,6,13,10,12,No-Filter,309010,-28,565,15941,454,1833,43567,-1257,-239,1174420,533,618,484,4955,49627,XRF2,1,2022-09-12,14:05:32,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1250.0,7.76,8.222999999999999,44837412,SHLF10887021,10,0.15,6,12,10,12,No-Filter,299637,-23,634,16285,720,1623,37021,-1452,-40,1134702,494,564,515,5458,47595,XRF2,1,2022-09-12,14:05:54,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1320.0,7.83,8.293,44837412,SHLF10887021,10,0.15,6,15,10,12,No-Filter,383348,-7,737,18940,656,1515,45829,-2328,1110,1480732,1061,390,1161,10467,52209,XRF2,1,2022-09-12,14:06:16,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1350.0,7.859999999999999,8.323,44837412,SHLF10887021,10,0.15,6,17,10,12,No-Filter,428207,-75,724,18174,728,1807,50094,-3492,505,1666788,961,571,1464,10497,55769,XRF2,1,2022-09-12,14:06:40,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1400.0,7.91,8.373,44837412,SHLF10887021,10,0.15,6,16,10,12,No-Filter,401770,25,841,18760,715,1983,57488,-3192,1006,1538362,917,681,1542,12310,53636,XRF2,1,2022-09-12,14:07:08,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1450.0,7.96,8.423,44837412,SHLF10887021,10,0.15,6,15,10,12,No-Filter,385171,-16,621,16912,526,2270,59172,-2296,473,1472260,976,645,1370,9036,53966,XRF2,1,2022-09-12,14:07:35,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,3,A,1480.0,7.99,8.453,44837412,SHLF10887021,10,0.15,6,16,10,12,No-Filter,391056,-72,719,18480,719,1399,41587,-888,373,1521479,752,599,1457,10748,51605,XRF2,1,2022-09-12,14:07:59,YEON,2022-09-26 21:00:35,
390C,U1559,A,2,H,4,A,50.0,8.06,8.523000000000001,44837422,SHLF10887051,10,0.15,6,14,10,12,No-Filter,358727,-28,628,17506,623,2438,68817,-3273,819,1332392,1002,498,1210,9171,53943,XRF2,1,2022-09-12,14:40:38,YEON,2022-09-26 21:00:37,
390,U1559,C,2,H,2,A,400.0,6.2,8.558,44837062,SHLF11582831,10,0.15,6,15,10,12,No-Filter,376429,-65,468,16151,657,2932,80691,-4315,622,1386445,990,493,1330,8165,57744,XRF2,1,2022-09-12,15:28:44,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,450.0,6.25,8.607999999999999,44837062,SHLF11582831,10,0.15,6,14,10,12,No-Filter,358198,-27,588,16410,662,2932,78924,-3875,737,1309646,765,671,928,6942,55279,XRF2,1,2022-09-12,15:29:10,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,500.0,6.3,8.658,44837062,SHLF11582831,10,0.15,6,15,10,12,No-Filter,362805,-36,591,16185,606,3057,82792,-4035,654,1324690,968,623,1425,7312,56240,XRF2,1,2022-09-12,15:29:33,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,550.0,6.35,8.708,44837062,SHLF11582831,10,0.15,6,16,10,12,No-Filter,399960,-62,629,16855,372,2236,70026,-3848,883,1506898,822,385,1157,8377,56741,XRF2,1,2022-09-12,15:29:56,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,600.0,6.3999999999999995,8.758,44837062,SHLF11582831,10,0.15,6,15,10,12,No-Filter,364908,-46,531,17060,585,2859,79162,-4490,1002,1333415,1008,512,957,9773,57230,XRF2,1,2022-09-12,15:30:22,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,650.0,6.45,8.808,44837062,SHLF11582831,10,0.15,6,14,10,12,No-Filter,337504,-75,476,17020,555,3274,86460,-4542,1263,1197101,943,633,672,10135,56188,XRF2,1,2022-09-12,15:30:46,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,700.0,6.5,8.857999999999999,44837062,SHLF11582831,10,0.15,6,14,10,12,No-Filter,343358,-38,560,16870,509,3084,86526,-4748,1113,1219734,1001,517,947,10720,57319,XRF2,1,2022-09-12,15:31:09,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,750.0,6.55,8.908,44837062,SHLF11582831,10,0.15,6,14,10,12,No-Filter,349452,-38,615,16461,512,3405,92390,-5180,1124,1235240,1018,622,806,10203,58015,XRF2,1,2022-09-12,15:31:33,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,800.0,6.6,8.958,44837062,SHLF11582831,10,0.15,6,15,10,12,No-Filter,361782,-72,514,16260,499,2858,80917,-3921,757,1320148,1103,862,1095,8529,56912,XRF2,1,2022-09-12,15:31:57,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,850.0,6.6499999999999995,9.008,44837062,SHLF11582831,10,0.15,6,15,10,12,No-Filter,380614,-52,615,16677,493,2677,75613,-3955,685,1413944,719,446,1092,7904,56806,XRF2,1,2022-09-12,15:32:22,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,900.0,6.7,9.058,44837062,SHLF11582831,10,0.15,6,14,10,12,No-Filter,354441,-78,508,16248,496,3224,84136,-4231,710,1282358,945,498,682,7640,56553,XRF2,1,2022-09-12,15:32:47,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,950.0,6.75,9.107999999999999,44837062,SHLF11582831,10,0.15,6,14,10,12,No-Filter,337328,-67,613,16395,637,3235,88121,-4350,694,1198629,640,534,879,7566,56153,XRF2,1,2022-09-12,15:33:10,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1000.0,6.8,9.158,44837062,SHLF11582831,10,0.15,6,15,10,12,No-Filter,363971,-35,532,16225,407,3461,88992,-5291,953,1312134,913,711,1097,7451,58289,XRF2,1,2022-09-12,15:33:33,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1050.0,6.85,9.208,44837062,SHLF11582831,10,0.15,6,16,10,12,No-Filter,405079,-68,661,17375,466,2698,73651,-4554,948,1519512,1055,591,1174,8700,57540,XRF2,1,2022-09-12,15:33:56,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1100.0,6.9,9.258,44837062,SHLF11582831,10,0.15,6,16,10,12,No-Filter,401593,-18,737,17545,579,2716,73973,-4990,884,1505301,1264,528,1218,9113,56791,XRF2,1,2022-09-12,15:34:24,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1150.0,6.949999999999999,9.308,44837062,SHLF11582831,10,0.15,6,16,10,12,No-Filter,409828,-35,694,17536,739,2621,70907,-4925,913,1544587,761,512,1149,10118,57246,XRF2,1,2022-09-12,15:34:50,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1200.0,7.0,9.357999999999999,44837062,SHLF11582831,10,0.15,6,16,10,12,No-Filter,398746,-77,615,17257,683,3047,76617,-4509,1182,1483375,1056,534,1188,12484,56526,XRF2,1,2022-09-12,15:35:17,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1250.0,7.05,9.408,44837062,SHLF11582831,10,0.15,6,14,10,12,No-Filter,330465,-45,558,16585,480,3477,94609,-4407,1040,1144535,1002,764,934,11875,56475,XRF2,1,2022-09-12,15:35:43,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1300.0,7.1,9.458,44837062,SHLF11582831,10,0.15,6,11,10,12,No-Filter,256386,-32,424,15879,229,4086,116534,-4620,1627,761153,824,580,1048,10357,57780,XRF2,1,2022-09-12,15:36:07,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1350.0,7.15,9.508,44837062,SHLF11582831,10,0.15,6,13,10,12,No-Filter,303496,-66,466,16052,497,4053,108789,-5286,1389,999863,857,670,1105,10307,57746,XRF2,1,2022-09-12,15:36:28,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1400.0,7.199999999999999,9.558,44837062,SHLF11582831,10,0.15,6,15,10,12,No-Filter,365148,-41,540,17209,580,3182,77909,-4467,1711,1336332,1210,563,1175,11451,56108,XRF2,1,2022-09-12,15:36:51,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1450.0,7.25,9.607999999999999,44837062,SHLF11582831,10,0.15,6,14,10,12,No-Filter,338980,-88,574,17571,628,2458,66126,-2506,1381,1249547,1098,749,1108,10214,53067,XRF2,1,2022-09-12,15:37:14,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,2,A,1500.0,7.3,9.658,44837062,SHLF11582831,10,0.15,6,8,10,12,No-Filter,117091,-84,363,16245,196,247,13119,9699,-100,313323,10296,577,218,2634,35630,XRF2,1,2022-09-12,15:37:37,YEON,2022-09-26 20:58:24,
390,U1559,C,2,H,3,A,50.0,7.35,9.708,44837072,SHLF11582861,10,0.15,6,15,10,12,No-Filter,370060,-76,617,17020,625,2857,81936,-4377,1685,1349746,866,683,1359,10524,56392,XRF2,1,2022-09-13,08:39:00,YEON,2022-09-26 20:58:27,
390,U1559,C,2,H,3,A,100.0,7.3999999999999995,9.758,44837072,SHLF11582861,10,0.15,6,15,10,12,No-Filter,368460,-32,603,16768,546,3153,82049,-4442,1159,1345053,984,467,1177,10007,56197,XRF2,1,2022-09-13,08:39:25,YEON,2022-09-26 20:58:27,
390,U1559,C,2,H,3,A,150.0,7.45,9.808,44837072,SHLF11582861,10,0.15,6,16,10,12,No-Filter,404793,-45,779,17399,736,2799,70487,-4387,1207,1525767,1203,418,1214,9251,56279,XRF2,1,2022-09-13,08:39:48,YEON,2022-09-26 20:58:27,
390,U1559,C,2,H,3,A,200.0,7.5,9.857999999999999,44837072,SHLF11582861,10,0.15,6,17,10,12,No-Filter,429046,-54,787,18260,741,1923,58037,-4186,847,1648857,938,438,1216,9206,56033,XRF2,1,2022-09-13,08:40:14,YEON,2022-09-26 20:58:27,
390,U1559,C,2,H,3,A,250.0,7.55,9.908,44837072,SHLF11582861,10,0.15,6,17,10,12,No-Filter,415119,-50,830,18097,763,1926,52395,-3667,858,1603785,860,642,1333,9019,54158,XRF2,1,2022-09-13,08:40:41,YEON,2022-09-26 20:58:27,
390,U1559,C,2,H,3,A,300.0,7.6,9.958,44837072,SHLF11582861,10,0.15,6,17,10,12,No-Filter,430932,-33,668,17300,616,2062,60672,-4528,721,1655735,802,568,1334,8720,56775,XRF2,1,2022-09-13,08:41:07,YEON,2022-09-26 20:58:27,
